match_id,player_id,date,competition,round,home_team,away_team,home_score,away_score,venue,attendance,player_name,player_nationality,team,position,started,minutes_played,goals,assists,yellow_cards,red_cards,sub_on_min,sub_off_min,notes
P032,OPP_CAL,2026-04-04,Scottish Premiership,Matchday 32,Motherwell,Falkirk,2,3,"Fir Park, Motherwell",,Calvin Miller,SCO,Falkirk,MID,1,,1,,0,0,,,Goal: ~60+' (penalty)
P033,P005,2026-04-11,Scottish Premiership,Matchday 33,Heart of Midlothian,Motherwell,3,1,"Tynecastle, Edinburgh",18800,Emmanuel Longelo,ENG,Motherwell,DEF,1,,1,,0,0,,,Goal: second half opener for Motherwell
P033,OPP_BRA,2026-04-11,Scottish Premiership,Matchday 33,Heart of Midlothian,Motherwell,3,1,"Tynecastle, Edinburgh",18800,Claudio Braga,POR,Heart of Midlothian,MID,1,,1,,0,0,,,Equaliser
P033,OPP_SHA,2026-04-11,Scottish Premiership,Matchday 33,Heart of Midlothian,Motherwell,3,1,"Tynecastle, Edinburgh",18800,Lawrence Shankland,SCO,Heart of Midlothian,FWD,1,,1,,0,0,,,Penalty (gave Hearts lead)
P033,OPP_KAB,2026-04-11,Scottish Premiership,Matchday 33,Heart of Midlothian,Motherwell,3,1,"Tynecastle, Edinburgh",18800,Pierre Landry Kabore,CIV,Heart of Midlothian,MID,1,,1,,0,0,,,Late third goal
P034,P006,2026-04-26,Scottish Premiership,Championship Group – Matchday 34,Rangers,Motherwell,2,3,"Ibrox, Glasgow",,Lukas Fadinger,AUT,Motherwell,MID,1,,1,,0,0,,,Goal: early opener
P034,P005,2026-04-26,Scottish Premiership,Championship Group – Matchday 34,Rangers,Motherwell,2,3,"Ibrox, Glasgow",,Emmanuel Longelo,ENG,Motherwell,DEF,1,,2,,0,0,,,Goals: first half + 90+' winner (second deflected)
P034,OPP_CHE,2026-04-26,Scottish Premiership,Championship Group – Matchday 34,Rangers,Motherwell,2,3,"Ibrox, Glasgow",,Youssef Chermiti,POR,Rangers,FWD,1,,1,,0,0,,,Pulled back to 2-2
P034,OPP_RAS,2026-04-26,Scottish Premiership,Championship Group – Matchday 34,Rangers,Motherwell,2,3,"Ibrox, Glasgow",,Nicolas Raskin,BEL,Rangers,MID,1,,1,,0,0,,,Second equaliser at 2-2
P035,OPP_CAR,2026-05-02,Scottish Premiership,Championship Group – Matchday 35,Falkirk,Motherwell,1,0,"Falkirk Stadium, Falkirk",,Henry Cartwright,ENG,Falkirk,FWD,1,,1,,0,0,,,Goal: 63'
P036,OPP_KIN_OG,2026-05-09,Scottish Premiership,Championship Group – Matchday 36,Motherwell,Heart of Midlothian,1,1,"Fir Park, Motherwell",,Stephen Kingsley,SCO,Heart of Midlothian,DEF,1,,0,,0,0,,,Own goal: 25' (credited to Motherwell)
P036,OPP_SHA,2026-05-09,Scottish Premiership,Championship Group – Matchday 36,Motherwell,Heart of Midlothian,1,1,"Fir Park, Motherwell",,Lawrence Shankland,SCO,Heart of Midlothian,FWD,1,,1,,0,0,,,Goal: 43'
P037,P001,2026-05-13,Scottish Premiership,Championship Group – Matchday 37,Motherwell,Celtic,2,3,"Fir Park, Motherwell",,Calum Ward,SCO,Motherwell,GK,1,90,0,,0,0,,,
P037,P003,2026-05-13,Scottish Premiership,Championship Group – Matchday 37,Motherwell,Celtic,2,3,"Fir Park, Motherwell",,Liam Gordon,SCO,Motherwell,DEF,1,90,1,,0,0,,,Goal: 85'
P037,P012,2026-05-13,Scottish Premiership,Championship Group – Matchday 37,Motherwell,Celtic,2,3,"Fir Park, Motherwell",,Stephen O'Donnell,SCO,Motherwell,DEF,1,90,0,,0,0,,,Captain
P037,P018,2026-05-13,Scottish Premiership,Championship Group – Matchday 37,Motherwell,Celtic,2,3,"Fir Park, Motherwell",,Stephen Welsh,SCO,Motherwell,DEF,1,90,0,,0,0,,,
P037,P005,2026-05-13,Scottish Premiership,Championship Group – Matchday 37,Motherwell,Celtic,2,3,"Fir Park, Motherwell",,Emmanuel Longelo,ENG,Motherwell,DEF,1,90,0,,0,0,,,
P037,P007,2026-05-13,Scottish Premiership,Championship Group – Matchday 37,Motherwell,Celtic,2,3,"Fir Park, Motherwell",,Elliot Watt,SCO,Motherwell,MID,1,90,1,,0,0,,,Goal: 17'
P037,P009,2026-05-13,Scottish Premiership,Championship Group – Matchday 37,Motherwell,Celtic,2,3,"Fir Park, Motherwell",,Callum Slattery,SCO,Motherwell,MID,1,90,0,,0,0,,,
P037,P015,2026-05-13,Scottish Premiership,Championship Group – Matchday 37,Motherwell,Celtic,2,3,"Fir Park, Motherwell",,Oscar Priestman,ENG,Motherwell,MID,1,90,0,,0,0,,,
P037,P014,2026-05-13,Scottish Premiership,Championship Group – Matchday 37,Motherwell,Celtic,2,3,"Fir Park, Motherwell",,Ibrahim Sa'id,GHA,Motherwell,MID,1,90,0,,0,0,,,
P037,P008,2026-05-13,Scottish Premiership,Championship Group – Matchday 37,Motherwell,Celtic,2,3,"Fir Park, Motherwell",,Tawanda Maswanhise,ZIM,Motherwell,FWD,1,90,0,,0,0,,,
P037,P010,2026-05-13,Scottish Premiership,Championship Group – Matchday 37,Motherwell,Celtic,2,3,"Fir Park, Motherwell",,Elijah Just,SCO,Motherwell,FWD,1,90,0,,0,0,,,
P037,OPP_MAE,2026-05-13,Scottish Premiership,Championship Group – Matchday 37,Motherwell,Celtic,2,3,"Fir Park, Motherwell",,Daizen Maeda,JPN,Celtic,FWD,1,,1,,0,0,,,Goal: 41'
P037,OPP_NYG,2026-05-13,Scottish Premiership,Championship Group – Matchday 37,Motherwell,Celtic,2,3,"Fir Park, Motherwell",,Benjamin Nygren,SWE,Celtic,MID,1,,1,,0,0,,,Goal: 58'
P037,OPP_IHE,2026-05-13,Scottish Premiership,Championship Group – Matchday 37,Motherwell,Celtic,2,3,"Fir Park, Motherwell",,Kelechi Iheanacho,NGA,Celtic,FWD,1,,1,,0,0,,,Goal: 90+9' (VAR penalty – highly controversial)
P038,,2026-05-16,Scottish Premiership,Championship Group – Matchday 38,Hibernian,Motherwell,,,"Easter Road, Edinburgh",,,,,,,,,,,,,,No confirmed player-level data for this match
